Datum,M,L,C,KD,S,V,MP,SD,FI
2014-09-15,23.3,5.9,5.8,4.6,30.4,6.5,8.2,11.4,2.9
2014-09-16,23.3,5.9,5.8,4.6,30.3,6.5,8.2,11.4,2.9
2014-09-17,23.4,5.9,5.8,4.6,30.3,6.5,8.2,11.4,2.9
2014-09-18,23.4,5.9,5.8,4.6,30.2,6.5,8.2,11.5,2.9
2014-09-19,23.4,5.9,5.8,4.6,30.2,6.5,8.2,11.5,2.9
2014-09-20,23.5,5.9,5.9,4.6,30.2,6.5,8.2,11.5,2.9
2014-09-21,23.5,5.9,5.9,4.6,30.2,6.5,8.1,11.6,2.9
2014-09-22,23.5,5.8,5.9,4.5,30.1,6.5,8.1,11.6,2.9
2014-09-23,23.6,5.8,5.9,4.5,30.1,6.5,8.1,11.6,2.9
2014-09-24,23.6,5.8,5.9,4.5,30.1,6.5,8.1,11.7,2.9
2014-09-25,23.7,5.8,5.9,4.5,30.1,6.4,8.1,11.7,2.9
2014-09-26,23.7,5.8,6,4.5,30,6.4,8,11.7,2.9
2014-09-27,23.8,5.8,6,4.5,30,6.4,8,11.8,2.9
2014-09-28,23.8,5.8,6,4.4,30,6.4,8,11.8,2.9
2014-09-29,23.8,5.8,6,4.4,30,6.4,8,11.8,2.9
2014-09-30,23.9,5.8,6,4.4,29.9,6.4,8,11.8,2.9
2014-10-01,23.9,5.8,6.1,4.4,29.9,6.4,7.9,11.9,2.9
2014-10-02,24,5.8,6.1,4.4,29.9,6.3,7.9,11.9,2.9
2014-10-03,24,5.8,6.1,4.3,29.9,6.3,7.9,11.9,2.9
2014-10-04,24.1,5.8,6.2,4.3,29.8,6.3,7.8,12,2.9
2014-10-05,24.1,5.8,6.2,4.3,29.8,6.3,7.8,12,2.9
2014-10-06,24.2,5.7,6.2,4.3,29.8,6.3,7.8,12.1,2.9
2014-10-07,24.2,5.7,6.1,4.3,29.8,6.3,7.8,12.2,2.8
2014-10-08,24.3,5.7,6.1,4.2,29.8,6.3,7.7,12.3,2.8
2014-10-09,24.4,5.6,6.1,4.2,29.8,6.2,7.6,12.4,2.8
2014-10-10,24.5,5.6,6.1,4.2,29.8,6.2,7.6,12.6,2.8
2014-10-11,24.6,5.6,6.1,4.1,29.7,6.2,7.5,12.7,2.7
2014-10-12,24.6,5.5,6.1,4.1,29.7,6.2,7.5,12.8,2.7
2014-10-13,24.6,5.5,6.1,4.1,29.7,6.2,7.5,12.8,2.7
2014-10-14,24.6,5.5,6.1,4.1,29.7,6.2,7.5,12.8,2.7
2014-10-15,24.7,5.5,6.1,4.1,29.7,6.2,7.5,12.8,2.7
2014-10-16,24.7,5.5,6.1,4.1,29.7,6.2,7.5,12.8,2.7
2014-10-17,24.7,5.5,6.1,4.1,29.6,6.2,7.5,12.9,2.7
2014-10-18,24.7,5.5,6.1,4.1,29.6,6.2,7.5,12.9,2.7
2014-10-19,24.7,5.5,6.1,4,29.6,6.2,7.5,12.9,2.7
2014-10-20,24.7,5.5,6.1,4,29.6,6.2,7.5,12.9,2.6
2014-10-21,24.8,5.5,6.1,4,29.5,6.2,7.5,12.9,2.6
2014-10-22,24.8,5.5,6.1,4,29.5,6.2,7.5,12.9,2.6
2014-10-23,24.8,5.5,6.1,4,29.5,6.2,7.5,12.9,2.6
2014-10-24,24.8,5.5,6.1,4,29.5,6.2,7.5,12.9,2.6
2014-10-25,24.8,5.5,6.1,4,29.5,6.2,7.5,12.9,2.6
2014-10-26,24.8,5.4,6.2,4,29.5,6.2,7.5,12.9,2.6
2014-10-27,24.9,5.4,6.2,4,29.5,6.2,7.5,12.9,2.6
2014-10-28,24.9,5.4,6.2,4,29.4,6.2,7.5,12.9,2.6
2014-10-29,24.9,5.4,6.2,4,29.4,6.2,7.5,12.9,2.6
2014-10-30,24.9,5.4,6.2,4,29.4,6.2,7.5,12.9,2.6
2014-10-31,24.9,5.4,6.2,4,29.4,6.2,7.5,12.9,2.6
2014-11-01,25,5.4,6.2,4,29.3,6.2,7.5,12.9,2.6
2014-11-02,25,5.4,6.2,4,29.3,6.2,7.5,12.9,2.6
2014-11-03,25,5.4,6.2,4,29.3,6.2,7.5,12.9,2.5
2014-11-04,25,5.4,6.3,4,29.3,6.2,7.5,12.9,2.5
2014-11-05,25,5.4,6.3,4,29.3,6.2,7.5,13,2.5
2014-11-06,25,5.4,6.3,4,29.3,6.2,7.4,13,2.5
2014-11-07,25,5.4,6.3,4,29.4,6.2,7.4,13.1,2.4
2014-11-08,25.1,5.4,6.3,3.9,29.4,6.1,7.4,13.1,2.4
2014-11-09,25.1,5.4,6.3,3.9,29.5,6.1,7.4,13.1,2.4
2014-11-10,25.1,5.4,6.3,3.9,29.5,6.1,7.3,13.1,2.3
2014-11-11,25.1,5.4,6.3,3.9,29.6,6.1,7.3,13.1,2.3
2014-11-12,25.1,5.4,6.3,3.9,29.6,6,7.3,13.2,2.3
2014-11-13,25.1,5.4,6.3,3.9,29.7,6,7.2,13.2,2.3
2014-11-14,25.1,5.3,6.3,3.9,29.7,6,7.2,13.2,2.3
2014-11-15,25.1,5.3,6.3,3.9,29.8,6,7.2,13.2,2.2
2014-11-16,25.1,5.3,6.3,3.9,29.8,6,7.1,13.3,2.2
2014-11-17,25.2,5.3,6.3,3.9,29.8,6,7.1,13.3,2.2
2014-11-18,25.2,5.3,6.3,3.9,29.9,5.9,7.1,13.3,2.2
2014-11-19,25.2,5.3,6.3,3.9,29.9,5.9,7.1,13.3,2.2
2014-11-20,25.2,5.3,6.3,3.9,29.9,5.9,7,13.4,2.2
2014-11-21,25.2,5.3,6.3,3.9,30,5.9,7,13.4,2.1
2014-11-22,25.2,5.3,6.3,3.9,30,5.9,7,13.5,2.1
2014-11-23,25.2,5.3,6.2,3.9,30.1,5.8,7,13.5,2.1
2014-11-24,25.2,5.2,6.2,3.9,30.1,5.8,6.9,13.6,2.1
2014-11-25,25.2,5.2,6.2,3.9,30.1,5.8,6.9,13.6,2.1
2014-11-26,25.2,5.2,6.2,3.9,30.2,5.8,6.9,13.7,2.1
2014-11-27,25.2,5.2,6.2,4,30.2,5.8,6.9,13.7,2.1
2014-11-28,25.2,5.2,6.2,4,30.2,5.7,6.9,13.8,2
2014-11-29,25.2,5.1,6.2,4,30.2,5.7,6.8,13.8,2
2014-11-30,25.1,5.1,6.2,4,30.3,5.7,6.8,13.9,2
2014-12-01,25.1,5.1,6.2,4,30.3,5.7,6.8,13.9,2
2014-12-02,25.1,5.1,6.2,4,30.3,5.7,6.8,13.9,2
2014-12-03,25.1,5.1,6.2,4,30.4,5.7,6.8,14,2
2014-12-04,25.1,5.1,6.1,4,30.4,5.6,6.8,14,2
2014-12-05,25,5,6.1,4,30.5,5.6,6.8,14,2
2014-12-06,25,5,6.1,4,30.5,5.6,6.8,14,2
2014-12-07,25,5,6.1,4,30.6,5.6,6.7,14,2
2014-12-08,25,5,6.1,4,30.6,5.6,6.7,14.1,2
2014-12-09,25,5,6.1,4,30.7,5.6,6.7,14.1,2.1
2014-12-10,25,5,6.1,4,30.7,5.6,6.7,14.1,2.2
2014-12-11,25,4.9,6,4,30.7,5.6,6.7,14.1,2.2
2014-12-12,25,4.9,6,4,30.8,5.6,6.7,14.1,2.2
2014-12-13,24.9,4.9,6,4,30.8,5.6,6.7,14.2,2.2
2014-12-14,24.9,4.9,6,4,30.8,5.6,6.7,14.2,2.2
2014-12-15,24.9,4.9,6,4,30.9,5.6,6.6,14.2,2.1
2014-12-16,24.8,4.9,6,4,30.9,5.6,6.6,14.2,2.1
2014-12-17,24.8,4.9,6,4.1,30.9,5.6,6.6,14.2,2.1
2014-12-18,24.8,4.9,6,4.1,30.9,5.6,6.6,14.3,2.1
2014-12-19,24.8,4.9,6,4.1,31,5.6,6.6,14.3,2.1
2014-12-20,24.7,4.9,6,4.1,31,5.6,6.6,14.3,2.1
2014-12-21,24.7,4.9,6,4.1,31.1,5.6,6.6,14.4,2.1
2014-12-22,24.7,4.9,5.9,4.1,31.1,5.5,6.5,14.4,2
2014-12-23,24.7,4.9,5.9,4.1,31.2,5.5,6.5,14.4,2
2014-12-24,24.7,4.9,5.9,4.1,31.3,5.5,6.5,14.4,2
2014-12-25,24.6,4.9,5.9,4.1,31.3,5.5,6.5,14.4,2
2014-12-26,24.6,4.8,5.9,4.1,31.4,5.5,6.5,14.5,2
2014-12-27,24.5,4.8,5.9,4.1,31.5,5.5,6.4,14.5,2
2014-12-28,24.5,4.8,5.9,4.1,31.5,5.5,6.4,14.5,2
2014-12-29,24.4,4.8,5.9,4.1,31.6,5.5,6.4,14.5,2
2014-12-30,24.4,4.8,5.9,4.1,31.6,5.5,6.4,14.5,2
2014-12-31,24.4,4.8,5.9,4.1,31.6,5.6,6.4,14.5,2
2015-01-01,24.3,4.8,5.9,4.1,31.7,5.6,6.4,14.5,2
2015-01-02,24.3,4.8,5.9,4.2,31.7,5.6,6.4,14.5,2
2015-01-03,24.3,4.8,5.9,4.2,31.7,5.6,6.4,14.4,2.1
2015-01-04,24.3,4.7,5.9,4.2,31.7,5.7,6.4,14.4,2.1
2015-01-05,24.3,4.7,5.9,4.2,31.7,5.7,6.4,14.4,2.1
2015-01-06,24.2,4.7,5.9,4.2,31.6,5.7,6.4,14.4,2.1
2015-01-07,24.2,4.7,5.9,4.2,31.6,5.7,6.4,14.4,2.1
2015-01-08,24.2,4.7,5.9,4.2,31.6,5.7,6.4,14.4,2.1
2015-01-09,24.1,4.7,5.9,4.2,31.6,5.8,6.4,14.5,2.2
2015-01-10,24.1,4.7,5.9,4.2,31.6,5.8,6.4,14.5,2.2
2015-01-11,24.1,4.7,5.9,4.3,31.5,5.8,6.4,14.5,2.2
2015-01-12,24,4.7,5.9,4.3,31.5,5.8,6.4,14.5,2.2
2015-01-13,24,4.6,5.8,4.3,31.5,5.8,6.4,14.5,2.3
2015-01-14,23.9,4.6,5.8,4.3,31.5,5.8,6.4,14.6,2.3
2015-01-15,23.9,4.6,5.9,4.3,31.5,5.8,6.5,14.6,2.3
2015-01-16,23.9,4.6,5.9,4.3,31.5,5.9,6.5,14.6,2.3
2015-01-17,23.9,4.6,5.9,4.3,31.5,5.9,6.5,14.6,2.3
2015-01-18,23.9,4.6,5.9,4.3,31.4,5.9,6.5,14.5,2.3
2015-01-19,23.8,4.6,5.9,4.3,31.4,5.9,6.5,14.5,2.3
2015-01-20,23.8,4.6,5.9,4.3,31.4,6,6.5,14.5,2.3
2015-01-21,23.8,4.6,5.9,4.3,31.4,6,6.5,14.5,2.3
2015-01-22,23.8,4.6,5.9,4.3,31.4,6,6.5,14.5,2.2
2015-01-23,23.8,4.6,5.9,4.3,31.4,6,6.5,14.5,2.2
2015-01-24,23.8,4.6,6,4.3,31.4,6,6.5,14.4,2.2
2015-01-25,23.8,4.6,6,4.3,31.4,6.1,6.5,14.4,2.2
2015-01-26,23.8,4.6,6,4.3,31.4,6.1,6.5,14.4,2.2
2015-01-27,23.8,4.6,6,4.3,31.4,6.1,6.5,14.4,2.2
2015-01-28,23.8,4.6,6,4.3,31.4,6.1,6.5,14.4,2.2
2015-01-29,23.8,4.7,6,4.3,31.4,6.1,6.5,14.4,2.2
2015-01-30,23.7,4.7,6,4.3,31.3,6.1,6.5,14.4,2.2
2015-01-31,23.7,4.7,6,4.3,31.3,6.1,6.5,14.4,2.2
2015-02-01,23.8,4.7,6,4.2,31.3,6.1,6.5,14.4,2.2
2015-02-02,23.8,4.7,6,4.2,31.3,6.1,6.5,14.4,2.3
2015-02-03,23.8,4.7,6,4.2,31.3,6.1,6.5,14.4,2.3
2015-02-04,23.8,4.7,6,4.2,31.2,6.1,6.5,14.4,2.3
2015-02-05,23.7,4.7,6,4.2,31.2,6.2,6.5,14.4,2.3
2015-02-06,23.7,4.7,6,4.2,31.2,6.2,6.5,14.4,2.2
2015-02-07,23.7,4.7,6,4.2,31.1,6.2,6.5,14.4,2.2
2015-02-08,23.7,4.8,6,4.2,31.1,6.2,6.5,14.4,2.2
2015-02-09,23.7,4.8,6,4.2,31.1,6.2,6.5,14.4,2.2
2015-02-10,23.7,4.8,6,4.2,31,6.2,6.6,14.4,2.2
2015-02-11,23.8,4.8,6,4.2,31,6.2,6.6,14.4,2.2
2015-02-12,23.8,4.8,6,4.2,31,6.2,6.6,14.4,2.2
2015-02-13,23.8,4.8,6,4.2,31,6.3,6.6,14.4,2.2
2015-02-14,23.8,4.8,6,4.2,31,6.3,6.6,14.4,2.2
2015-02-15,23.8,4.8,6,4.2,30.9,6.3,6.6,14.4,2.2
2015-02-16,23.8,4.8,6,4.2,30.9,6.3,6.6,14.4,2.2
2015-02-17,23.8,4.8,6,4.2,30.9,6.3,6.6,14.4,2.2
2015-02-18,23.8,4.8,6,4.2,30.9,6.3,6.6,14.4,2.2
2015-02-19,23.8,4.8,6,4.2,30.9,6.3,6.6,14.4,2.2
2015-02-20,23.8,4.8,6,4.2,30.8,6.3,6.6,14.4,2.2
2015-02-21,23.8,4.8,6,4.2,30.8,6.2,6.6,14.4,2.2
2015-02-22,23.8,4.8,6,4.2,30.8,6.2,6.6,14.4,2.2
2015-02-23,23.9,4.8,6,4.2,30.7,6.2,6.6,14.4,2.2
2015-02-24,23.9,4.8,6,4.2,30.7,6.2,6.6,14.4,2.2
2015-02-25,23.9,4.8,6,4.2,30.6,6.2,6.7,14.5,2.2
2015-02-26,23.9,4.9,6,4.2,30.6,6.2,6.7,14.5,2.2
2015-02-27,23.9,4.9,6,4.2,30.5,6.2,6.7,14.5,2.2
2015-02-28,24,4.9,6,4.2,30.5,6.2,6.7,14.5,2.2
2015-03-01,24,4.9,6,4.1,30.4,6.2,6.7,14.5,2.2
2015-03-02,24,4.9,6,4.1,30.4,6.2,6.7,14.5,2.2
2015-03-03,24,4.9,6,4.1,30.3,6.2,6.7,14.6,2.2
2015-03-04,24.1,5,6,4.1,30.3,6.2,6.7,14.6,2.2
2015-03-05,24.1,5,6,4.1,30.2,6.2,6.7,14.6,2.2
2015-03-06,24.1,5,6,4.1,30.2,6.2,6.7,14.6,2.2
2015-03-07,24.1,5,6,4.1,30.1,6.2,6.7,14.6,2.2
2015-03-08,24.2,5,6,4.1,30.1,6.2,6.7,14.7,2.2
2015-03-09,24.2,5,6,4,30,6.2,6.7,14.7,2.2
2015-03-10,24.2,5,6,4,30,6.2,6.7,14.7,2.2
2015-03-11,24.2,5,6,4,29.9,6.3,6.7,14.7,2.2
2015-03-12,24.2,5,6,4,29.9,6.3,6.8,14.7,2.2
2015-03-13,24.3,5,6,4,29.9,6.3,6.8,14.7,2.2
2015-03-14,24.3,5,6,4,29.8,6.3,6.8,14.7,2.2
2015-03-15,24.3,5,6,4,29.8,6.3,6.8,14.7,2.2
2015-03-16,24.4,5,6,4,29.7,6.3,6.8,14.7,2.2
2015-03-17,24.4,5,6,4,29.6,6.3,6.8,14.7,2.2
2015-03-18,24.4,5.1,6,4,29.6,6.3,6.8,14.7,2.2
2015-03-19,24.4,5.1,6,4,29.5,6.3,6.8,14.8,2.2
2015-03-20,24.5,5.1,6,4,29.5,6.3,6.8,14.8,2.2
2015-03-21,24.5,5.1,6,4,29.4,6.3,6.8,14.8,2.2
2015-03-22,24.5,5.1,6,4,29.3,6.3,6.8,14.8,2.2
2015-03-23,24.6,5.1,6,4,29.3,6.3,6.8,14.8,2.2
2015-03-24,24.6,5.1,6,4,29.2,6.3,6.8,14.9,2.2
2015-03-25,24.6,5.1,6,3.9,29.1,6.3,6.8,14.9,2.2
2015-03-26,24.6,5.1,6,3.9,29.1,6.3,6.8,14.9,2.1
2015-03-27,24.7,5.1,6,3.9,29,6.3,6.8,14.9,2.1
2015-03-28,24.7,5.1,6,3.9,28.9,6.4,6.8,15,2.1
2015-03-29,24.7,5.1,6,3.9,28.8,6.4,6.9,15,2.1
2015-03-30,24.7,5.1,6,3.9,28.8,6.4,6.9,15,2.1
2015-03-31,24.7,5.1,6.1,3.9,28.7,6.4,6.9,15,2.1
2015-04-01,24.8,5.1,6.1,3.9,28.7,6.4,6.9,15,2.1
2015-04-02,24.8,5.1,6.1,3.9,28.6,6.4,6.9,15.1,2.1
2015-04-03,24.8,5.1,6.1,3.9,28.6,6.4,6.9,15.1,2.1
2015-04-04,24.8,5.1,6.1,3.9,28.5,6.4,6.9,15.1,2.1
2015-04-05,24.8,5.1,6.1,3.9,28.5,6.4,6.9,15.1,2.1
2015-04-06,24.8,5.1,6.1,3.9,28.5,6.4,6.9,15.1,2.1
2015-04-07,24.9,5.1,6.1,3.9,28.4,6.4,6.9,15.1,2.1
2015-04-08,24.9,5.1,6.1,3.9,28.4,6.4,6.9,15.1,2.1
2015-04-09,24.9,5.1,6.2,3.9,28.3,6.4,6.9,15.1,2.1
2015-04-10,24.9,5.1,6.2,3.9,28.3,6.5,7,15.1,2.1
2015-04-11,24.9,5.2,6.2,3.9,28.2,6.5,7,15.1,2.1
2015-04-12,24.9,5.2,6.2,3.9,28.1,6.5,7,15.2,2.1
2015-04-13,25,5.2,6.2,3.8,28,6.5,7,15.2,2
2015-04-14,25,5.2,6.2,3.8,28,6.5,7,15.2,2
2015-04-15,25,5.2,6.3,3.8,27.9,6.6,7,15.3,2
2015-04-16,25,5.2,6.3,3.8,27.8,6.6,7,15.3,2
2015-04-17,25.1,5.2,6.3,3.8,27.7,6.6,7,15.3,2
2015-04-18,25.1,5.2,6.3,3.8,27.7,6.6,7,15.3,2
2015-04-19,25.1,5.2,6.3,3.8,27.6,6.6,7,15.4,2
2015-04-20,25.1,5.2,6.3,3.7,27.6,6.7,7,15.4,2
2015-04-21,25.1,5.2,6.4,3.7,27.5,6.7,7,15.4,2
2015-04-22,25.1,5.2,6.4,3.7,27.5,6.7,7,15.4,2
2015-04-23,25.1,5.2,6.4,3.7,27.5,6.7,6.9,15.5,2
2015-04-24,25.1,5.2,6.4,3.7,27.5,6.7,6.9,15.5,2
2015-04-25,25.1,5.2,6.4,3.7,27.4,6.7,6.9,15.5,2
2015-04-26,25.1,5.2,6.4,3.7,27.4,6.7,6.9,15.5,2
2015-04-27,25.1,5.2,6.4,3.7,27.4,6.7,6.9,15.5,2
2015-04-28,25.1,5.2,6.5,3.7,27.4,6.7,6.9,15.6,2
2015-04-29,25.1,5.2,6.5,3.7,27.4,6.7,6.9,15.6,2
2015-04-30,25.1,5.2,6.5,3.7,27.3,6.7,6.9,15.6,2
2015-05-01,25.1,5.2,6.5,3.7,27.3,6.7,6.9,15.6,2
2015-05-02,25.1,5.2,6.5,3.7,27.3,6.7,6.9,15.6,2
2015-05-03,25.1,5.1,6.5,3.7,27.3,6.7,6.8,15.7,2
2015-05-04,25.2,5.1,6.5,3.7,27.2,6.7,6.8,15.7,2
2015-05-05,25.2,5.1,6.5,3.7,27.2,6.7,6.8,15.7,1.9
2015-05-06,25.2,5.1,6.6,3.7,27.2,6.7,6.8,15.7,1.9
2015-05-07,25.2,5.1,6.6,3.7,27.2,6.7,6.8,15.8,1.9
2015-05-08,25.2,5.1,6.6,3.7,27.1,6.6,6.8,15.8,1.9
2015-05-09,25.2,5.1,6.6,3.7,27.1,6.6,6.7,15.9,2
2015-05-10,25.2,5.1,6.6,3.7,27.1,6.6,6.7,15.9,2
2015-05-11,25.2,5.1,6.6,3.7,27.1,6.6,6.7,15.9,2
2015-05-12,25.2,5.1,6.6,3.7,27.1,6.6,6.7,16,2
2015-05-13,25.2,5.1,6.6,3.7,27.1,6.6,6.7,16,2
2015-05-14,25.2,5.1,6.6,3.7,27,6.6,6.7,16,2
2015-05-15,25.2,5.1,6.6,3.7,27,6.6,6.6,16.1,2
2015-05-16,25.2,5.1,6.7,3.7,27,6.6,6.6,16.1,2
2015-05-17,25.2,5.1,6.7,3.7,27,6.6,6.6,16.1,2
2015-05-18,25.2,5.1,6.7,3.7,27,6.6,6.6,16.1,2
2015-05-19,25.2,5.1,6.7,3.7,27,6.6,6.6,16.2,2
2015-05-20,25.2,5,6.7,3.7,27,6.6,6.6,16.2,2
2015-05-21,25.2,5,6.7,3.7,27,6.6,6.6,16.2,2
2015-05-22,25.2,5,6.7,3.7,27,6.6,6.6,16.2,2
2015-05-23,25.2,5,6.7,3.7,27.1,6.6,6.6,16.2,2
2015-05-24,25.2,5,6.7,3.7,27.1,6.6,6.6,16.2,2
2015-05-25,25.2,5,6.7,3.7,27.1,6.6,6.5,16.3,2
2015-05-26,25.2,5,6.7,3.7,27.1,6.6,6.5,16.3,2
2015-05-27,25.2,4.9,6.7,3.7,27.1,6.6,6.5,16.3,2
2015-05-28,25.2,4.9,6.8,3.7,27.1,6.6,6.5,16.3,2
2015-05-29,25.2,4.9,6.8,3.7,27.1,6.6,6.5,16.4,2
2015-05-30,25.2,4.9,6.8,3.7,27.1,6.5,6.5,16.4,2
2015-05-31,25.2,4.9,6.8,3.7,27.1,6.5,6.5,16.4,2
2015-06-01,25.1,4.9,6.8,3.7,27.1,6.5,6.5,16.5,2
2015-06-02,25.1,4.9,6.8,3.7,27.1,6.5,6.5,16.5,2
2015-06-03,25.1,4.9,6.8,3.7,27.1,6.5,6.5,16.6,2
2015-06-04,25,4.8,6.8,3.7,27.1,6.5,6.5,16.6,2
2015-06-05,25,4.8,6.8,3.7,27.1,6.5,6.5,16.7,2
