Datum,M,L,C,KD,S,V,MP,SD,FI
2016-11-07,22.8,5.5,8.1,3.1,26.3,7.8,4.5,18.6,2.2
2016-11-08,22.8,5.5,8.2,3.1,26.3,7.8,4.5,18.5,2.2
2016-11-09,22.7,5.5,8.2,3.1,26.4,7.8,4.5,18.5,2.2
2016-11-10,22.7,5.5,8.2,3.1,26.4,7.8,4.5,18.5,2.2
2016-11-11,22.7,5.6,8.2,3.1,26.4,7.8,4.5,18.5,2.2
2016-11-12,22.6,5.6,8.2,3.1,26.4,7.8,4.5,18.5,2.2
2016-11-13,22.6,5.6,8.2,3.1,26.5,7.8,4.5,18.4,2.2
2016-11-14,22.6,5.6,8.3,3.1,26.5,7.8,4.5,18.4,2.1
2016-11-15,22.5,5.6,8.3,3.1,26.5,7.8,4.5,18.4,2.1
2016-11-16,22.5,5.6,8.3,3.1,26.5,7.8,4.5,18.4,2.1
2016-11-17,22.4,5.6,8.4,3.1,26.6,7.8,4.5,18.4,2.1
2016-11-18,22.4,5.6,8.4,3.2,26.6,7.8,4.5,18.3,2.1
2016-11-19,22.4,5.5,8.4,3.2,26.6,7.8,4.5,18.3,2.1
2016-11-20,22.4,5.5,8.4,3.2,26.6,7.8,4.5,18.3,2.2
2016-11-21,22.3,5.5,8.4,3.2,26.6,7.8,4.5,18.3,2.2
2016-11-22,22.3,5.5,8.4,3.2,26.7,7.8,4.5,18.3,2.2
2016-11-23,22.3,5.5,8.5,3.2,26.7,7.8,4.5,18.3,2.2
2016-11-24,22.2,5.5,8.5,3.2,26.7,7.7,4.5,18.3,2.1
2016-11-25,22.2,5.5,8.5,3.2,26.7,7.7,4.5,18.3,2.1
2016-11-26,22.2,5.5,8.5,3.2,26.7,7.7,4.6,18.3,2.1
2016-11-27,22.1,5.5,8.5,3.2,26.7,7.7,4.6,18.3,2.1
2016-11-28,22.1,5.5,8.6,3.2,26.7,7.7,4.6,18.3,2.1
2016-11-29,22.1,5.6,8.6,3.2,26.7,7.7,4.6,18.3,2.1
2016-11-30,22.1,5.6,8.6,3.2,26.7,7.7,4.6,18.2,2.1
2016-12-01,22,5.6,8.7,3.2,26.7,7.7,4.6,18.2,2
2016-12-02,22,5.6,8.7,3.2,26.7,7.7,4.6,18.2,2
2016-12-03,22,5.6,8.7,3.3,26.7,7.7,4.6,18.2,2
2016-12-04,21.9,5.6,8.8,3.3,26.7,7.7,4.6,18.2,2
2016-12-05,22,5.6,8.8,3.3,26.7,7.7,4.6,18.2,2
2016-12-06,22,5.6,8.8,3.3,26.7,7.7,4.6,18.2,2
2016-12-07,22,5.6,8.8,3.3,26.7,7.7,4.5,18.1,2
2016-12-08,22,5.6,8.9,3.3,26.7,7.7,4.5,18.1,2
2016-12-09,22,5.6,8.9,3.3,26.7,7.7,4.5,18.1,2
2016-12-10,22,5.6,8.9,3.3,26.7,7.7,4.5,18.1,2
2016-12-11,22,5.5,8.9,3.2,26.7,7.7,4.5,18.1,2
2016-12-12,22,5.5,8.9,3.2,26.7,7.7,4.5,18.1,2
2016-12-13,22,5.5,9,3.2,26.7,7.7,4.5,18.1,2
2016-12-14,22,5.5,9,3.2,26.7,7.7,4.5,18.1,2
2016-12-15,22,5.5,9,3.2,26.7,7.7,4.5,18.1,1.9
2016-12-16,22,5.5,9,3.2,26.7,7.7,4.5,18.1,1.9
2016-12-17,21.9,5.5,9,3.2,26.7,7.7,4.6,18.1,1.9
2016-12-18,21.9,5.5,9.1,3.2,26.7,7.7,4.6,18.1,1.9
2016-12-19,21.9,5.5,9.1,3.2,26.7,7.7,4.6,18.1,1.9
2016-12-20,21.9,5.5,9.1,3.2,26.7,7.7,4.6,18.1,1.9
2016-12-21,21.9,5.5,9.1,3.2,26.7,7.7,4.6,18.1,1.9
2016-12-22,21.8,5.5,9.1,3.2,26.7,7.7,4.6,18.1,1.9
2016-12-23,21.9,5.5,9.1,3.2,26.7,7.7,4.6,18.1,1.9
2016-12-24,21.8,5.5,9.2,3.2,26.6,7.7,4.6,18,1.9
2016-12-25,21.8,5.5,9.2,3.2,26.6,7.7,4.6,18,1.9
2016-12-26,21.8,5.5,9.2,3.2,26.6,7.7,4.6,18.1,1.9
2016-12-27,21.7,5.5,9.3,3.2,26.6,7.7,4.6,18.1,1.9
2016-12-28,21.7,5.5,9.3,3.2,26.6,7.7,4.6,18.1,1.9
2016-12-29,21.7,5.5,9.3,3.2,26.6,7.7,4.6,18.1,1.9
2016-12-30,21.6,5.5,9.4,3.2,26.6,7.7,4.6,18.1,1.9
2016-12-31,21.6,5.5,9.4,3.3,26.6,7.7,4.6,18.1,2
2017-01-01,21.6,5.5,9.4,3.3,26.6,7.7,4.5,18.1,2
2017-01-02,21.5,5.6,9.5,3.3,26.6,7.7,4.5,18.1,2
2017-01-03,21.4,5.6,9.5,3.3,26.6,7.8,4.5,18.1,2
2017-01-04,21.4,5.6,9.5,3.3,26.6,7.8,4.5,18.1,2
2017-01-05,21.3,5.6,9.6,3.3,26.6,7.8,4.5,18.1,2
2017-01-06,21.3,5.6,9.6,3.3,26.6,7.8,4.5,18.1,2
2017-01-07,21.2,5.6,9.6,3.3,26.6,7.8,4.5,18.1,2
2017-01-08,21.2,5.6,9.7,3.3,26.6,7.8,4.5,18.2,2
2017-01-09,21.1,5.6,9.7,3.3,26.6,7.8,4.5,18.2,2
2017-01-10,21.1,5.5,9.7,3.3,26.6,7.8,4.5,18.2,2
2017-01-11,21.1,5.5,9.8,3.3,26.6,7.8,4.5,18.2,2
2017-01-12,21.1,5.5,9.8,3.3,26.6,7.7,4.5,18.2,2
2017-01-13,21.1,5.5,9.8,3.3,26.6,7.7,4.5,18.2,2
2017-01-14,21.1,5.5,9.8,3.3,26.6,7.7,4.5,18.2,2
2017-01-15,21.1,5.5,9.9,3.3,26.6,7.7,4.5,18.3,2
2017-01-16,21.1,5.5,9.9,3.3,26.6,7.7,4.5,18.3,2
2017-01-17,21.1,5.5,9.9,3.3,26.5,7.7,4.5,18.3,2
2017-01-18,21.1,5.5,10,3.3,26.5,7.7,4.5,18.3,2
2017-01-19,21,5.5,10,3.3,26.5,7.7,4.5,18.3,2
2017-01-20,21,5.5,10.1,3.3,26.5,7.7,4.5,18.3,2
2017-01-21,20.9,5.5,10.1,3.3,26.5,7.7,4.5,18.3,2
2017-01-22,20.9,5.5,10.2,3.3,26.5,7.7,4.5,18.4,2
2017-01-23,20.8,5.5,10.2,3.3,26.5,7.7,4.5,18.4,2
2017-01-24,20.7,5.5,10.3,3.3,26.5,7.7,4.4,18.4,2
2017-01-25,20.6,5.5,10.3,3.3,26.5,7.7,4.4,18.4,2.1
2017-01-26,20.6,5.5,10.4,3.3,26.5,7.7,4.4,18.5,2.1
2017-01-27,20.5,5.5,10.5,3.3,26.5,7.7,4.4,18.5,2.1
2017-01-28,20.4,5.5,10.5,3.3,26.5,7.7,4.4,18.5,2.1
2017-01-29,20.3,5.5,10.6,3.3,26.5,7.7,4.4,18.6,2.1
2017-01-30,20.2,5.5,10.6,3.3,26.5,7.7,4.4,18.6,2.1
2017-01-31,20.1,5.5,10.7,3.3,26.6,7.6,4.4,18.6,2.1
2017-02-01,20,5.5,10.7,3.3,26.6,7.6,4.4,18.6,2.1
2017-02-02,19.9,5.5,10.8,3.3,26.6,7.6,4.4,18.7,2.1
2017-02-03,19.8,5.5,10.9,3.3,26.6,7.6,4.4,18.7,2.1
2017-02-04,19.7,5.5,10.9,3.3,26.6,7.6,4.4,18.7,2.1
2017-02-05,19.7,5.5,11,3.3,26.6,7.6,4.5,18.7,2.1
2017-02-06,19.6,5.5,11,3.3,26.6,7.6,4.5,18.8,2.1
2017-02-07,19.5,5.5,11.1,3.3,26.6,7.6,4.5,18.8,2
2017-02-08,19.4,5.5,11.1,3.3,26.6,7.6,4.4,18.8,2.1
2017-02-09,19.4,5.5,11.2,3.3,26.6,7.6,4.4,18.9,2.1
2017-02-10,19.3,5.5,11.2,3.3,26.6,7.6,4.4,18.9,2.1
2017-02-11,19.2,5.5,11.3,3.3,26.7,7.6,4.4,18.9,2.2
2017-02-12,19.2,5.5,11.3,3.3,26.7,7.6,4.4,18.9,2.2
2017-02-13,19.1,5.5,11.4,3.3,26.7,7.6,4.4,18.9,2.2
2017-02-14,19,5.5,11.5,3.3,26.7,7.6,4.4,19,2.2
2017-02-15,18.9,5.5,11.5,3.3,26.7,7.6,4.4,19,2.3
2017-02-16,18.8,5.5,11.6,3.3,26.7,7.6,4.4,19,2.3
2017-02-17,18.8,5.5,11.7,3.3,26.7,7.6,4.4,19,2.3
2017-02-18,18.7,5.5,11.8,3.3,26.7,7.6,4.4,19,2.3
2017-02-19,18.6,5.5,11.8,3.3,26.7,7.5,4.4,19.1,2.3
2017-02-20,18.5,5.5,11.9,3.3,26.7,7.5,4.4,19.1,2.3
2017-02-21,18.4,5.5,11.9,3.3,26.7,7.5,4.4,19.1,2.4
2017-02-22,18.4,5.5,12,3.3,26.8,7.5,4.4,19.1,2.4
2017-02-23,18.3,5.5,12,3.3,26.8,7.5,4.4,19.1,2.4
2017-02-24,18.3,5.5,12,3.3,26.8,7.5,4.4,19.2,2.4
2017-02-25,18.2,5.5,12.1,3.3,26.8,7.5,4.4,19.2,2.4
2017-02-26,18.2,5.5,12.1,3.3,26.8,7.5,4.4,19.2,2.4
2017-02-27,18.1,5.5,12.1,3.3,26.9,7.5,4.4,19.2,2.4
2017-02-28,18.1,5.5,12.1,3.3,26.9,7.5,4.4,19.2,2.4
2017-03-01,18,5.6,12.2,3.3,26.9,7.5,4.4,19.2,2.4
2017-03-02,18,5.6,12.2,3.2,26.9,7.5,4.4,19.2,2.4
2017-03-03,18,5.6,12.2,3.2,26.9,7.5,4.4,19.2,2.4
2017-03-04,17.9,5.6,12.3,3.2,26.9,7.5,4.4,19.2,2.4
2017-03-05,17.9,5.6,12.3,3.2,26.9,7.5,4.4,19.2,2.4
2017-03-06,17.9,5.5,12.3,3.2,26.9,7.5,4.4,19.2,2.4
2017-03-07,17.9,5.5,12.4,3.2,27,7.5,4.3,19.2,2.4
2017-03-08,17.8,5.5,12.4,3.2,27,7.5,4.3,19.2,2.4
2017-03-09,17.8,5.5,12.4,3.2,27.1,7.5,4.3,19.2,2.3
2017-03-10,17.8,5.5,12.4,3.2,27.1,7.5,4.3,19.2,2.3
2017-03-11,17.7,5.5,12.4,3.2,27.1,7.5,4.3,19.3,2.3
2017-03-12,17.7,5.5,12.4,3.2,27.2,7.5,4.3,19.3,2.3
2017-03-13,17.6,5.5,12.4,3.2,27.2,7.5,4.2,19.3,2.3
2017-03-14,17.6,5.5,12.4,3.2,27.3,7.5,4.2,19.3,2.3
2017-03-15,17.5,5.5,12.5,3.2,27.3,7.5,4.2,19.3,2.3
2017-03-16,17.5,5.5,12.5,3.2,27.3,7.5,4.2,19.3,2.3
2017-03-17,17.4,5.5,12.5,3.3,27.4,7.5,4.2,19.3,2.3
2017-03-18,17.4,5.5,12.5,3.3,27.4,7.5,4.2,19.3,2.3
2017-03-19,17.3,5.5,12.5,3.3,27.4,7.5,4.1,19.3,2.3
2017-03-20,17.3,5.5,12.6,3.3,27.4,7.5,4.1,19.4,2.4
2017-03-21,17.2,5.5,12.6,3.3,27.4,7.5,4.1,19.4,2.4
2017-03-22,17.2,5.5,12.6,3.3,27.4,7.5,4.1,19.4,2.4
2017-03-23,17.2,5.5,12.6,3.3,27.5,7.5,4.1,19.4,2.4
2017-03-24,17.1,5.5,12.6,3.3,27.5,7.5,4.1,19.4,2.4
2017-03-25,17.1,5.5,12.6,3.3,27.5,7.5,4.1,19.4,2.4
2017-03-26,17.1,5.5,12.6,3.3,27.5,7.5,4.1,19.4,2.4
2017-03-27,17.1,5.5,12.6,3.3,27.6,7.5,4.1,19.4,2.4
2017-03-28,17.1,5.5,12.6,3.3,27.6,7.5,4.1,19.3,2.3
2017-03-29,17.1,5.5,12.6,3.3,27.6,7.5,4.1,19.3,2.3
2017-03-30,17.1,5.5,12.6,3.3,27.6,7.5,4.1,19.3,2.3
2017-03-31,17.1,5.5,12.6,3.3,27.6,7.4,4.1,19.3,2.3
2017-04-01,17.1,5.5,12.6,3.4,27.6,7.4,4.1,19.3,2.3
2017-04-02,17.1,5.5,12.6,3.4,27.7,7.4,4.1,19.3,2.3
2017-04-03,17.1,5.5,12.6,3.4,27.7,7.4,4,19.3,2.3
2017-04-04,17.1,5.5,12.6,3.4,27.7,7.4,4,19.3,2.3
2017-04-05,17.1,5.5,12.6,3.4,27.7,7.4,4,19.3,2.3
2017-04-06,17.1,5.5,12.6,3.4,27.7,7.4,4,19.3,2.3
2017-04-07,17.1,5.5,12.6,3.4,27.7,7.4,4,19.3,2.3
2017-04-08,17.1,5.5,12.5,3.4,27.8,7.4,4,19.3,2.3
2017-04-09,17.1,5.5,12.5,3.4,27.8,7.4,4,19.3,2.3
2017-04-10,17.1,5.5,12.5,3.4,27.8,7.4,4,19.3,2.3
2017-04-11,17,5.5,12.6,3.4,27.8,7.4,4,19.3,2.3
2017-04-12,17,5.5,12.6,3.4,27.8,7.4,4,19.2,2.3
2017-04-13,17,5.5,12.6,3.4,27.8,7.4,4,19.2,2.3
2017-04-14,17,5.5,12.6,3.4,27.8,7.5,3.9,19.2,2.3
2017-04-15,16.9,5.5,12.6,3.4,27.8,7.5,3.9,19.2,2.2
2017-04-16,16.9,5.5,12.6,3.4,27.9,7.5,3.9,19.2,2.2
2017-04-17,16.9,5.4,12.6,3.4,27.9,7.4,3.9,19.3,2.2
2017-04-18,16.9,5.4,12.5,3.5,27.9,7.4,3.9,19.3,2.1
2017-04-19,16.9,5.4,12.5,3.5,27.9,7.4,3.9,19.3,2.1
2017-04-20,16.9,5.4,12.5,3.5,27.9,7.4,3.9,19.3,2.1
2017-04-21,16.9,5.4,12.5,3.5,27.9,7.4,3.9,19.3,2.1
2017-04-22,16.9,5.4,12.5,3.5,27.9,7.4,3.9,19.3,2.1
2017-04-23,16.9,5.4,12.5,3.5,27.9,7.4,3.9,19.3,2.1
2017-04-24,16.9,5.4,12.5,3.5,27.9,7.4,3.9,19.3,2.1
2017-04-25,16.9,5.4,12.5,3.5,27.9,7.4,3.9,19.3,2.1
2017-04-26,16.9,5.4,12.5,3.4,27.9,7.4,3.9,19.3,2.1
2017-04-27,16.9,5.4,12.5,3.4,27.9,7.4,3.9,19.3,2.1
2017-04-28,16.9,5.4,12.5,3.4,27.9,7.4,3.9,19.3,2.1
2017-04-29,16.9,5.4,12.5,3.4,27.9,7.4,3.9,19.4,2.1
2017-04-30,16.9,5.4,12.5,3.4,27.9,7.5,3.9,19.4,2.1
2017-05-01,16.9,5.4,12.5,3.4,27.9,7.5,3.9,19.4,2.1
2017-05-02,17,5.4,12.5,3.4,27.8,7.5,3.9,19.4,2.1
2017-05-03,17,5.4,12.5,3.4,27.8,7.5,3.9,19.4,2.1
2017-05-04,17,5.4,12.5,3.4,27.8,7.5,3.9,19.4,2.1
2017-05-05,17,5.4,12.5,3.4,27.8,7.5,3.9,19.5,2.1
2017-05-06,17,5.4,12.5,3.4,27.8,7.5,3.9,19.5,2.1
2017-05-07,17,5.4,12.5,3.4,27.8,7.5,3.9,19.5,2.1
2017-05-08,17,5.4,12.5,3.4,27.8,7.5,3.9,19.5,2.1
2017-05-09,16.9,5.4,12.5,3.4,27.8,7.5,3.9,19.5,2.1
2017-05-10,16.9,5.4,12.5,3.4,27.8,7.5,3.9,19.5,2.1
2017-05-11,16.9,5.5,12.5,3.4,27.8,7.5,3.9,19.5,2.1
2017-05-12,16.9,5.5,12.5,3.4,27.7,7.5,3.9,19.5,2.1
2017-05-13,16.8,5.5,12.5,3.4,27.7,7.5,3.9,19.6,2.1
2017-05-14,16.8,5.5,12.5,3.4,27.7,7.5,3.9,19.6,2.1
2017-05-15,16.8,5.5,12.4,3.4,27.7,7.5,3.9,19.6,2.1
2017-05-16,16.8,5.5,12.4,3.4,27.7,7.6,3.9,19.6,2.1
2017-05-17,16.8,5.5,12.4,3.3,27.7,7.6,4,19.6,2.1
2017-05-18,16.8,5.5,12.4,3.3,27.6,7.6,4,19.6,2.1
2017-05-19,16.8,5.5,12.4,3.3,27.6,7.6,4,19.6,2.1
2017-05-20,16.8,5.5,12.4,3.3,27.6,7.6,4,19.6,2.1
2017-05-21,16.8,5.5,12.4,3.3,27.6,7.6,4,19.6,2.1
2017-05-22,16.7,5.5,12.4,3.3,27.6,7.6,4,19.6,2.1
2017-05-23,16.7,5.6,12.4,3.3,27.6,7.6,4,19.7,2.1
2017-05-24,16.7,5.6,12.4,3.3,27.6,7.6,4,19.7,2.1
2017-05-25,16.7,5.6,12.4,3.3,27.5,7.6,4,19.7,2.1
2017-05-26,16.7,5.6,12.4,3.3,27.5,7.6,4,19.7,2.1
2017-05-27,16.6,5.6,12.4,3.3,27.5,7.7,4,19.8,2.1
2017-05-28,16.6,5.6,12.4,3.3,27.5,7.7,4,19.8,2.1
2017-05-29,16.6,5.6,12.4,3.3,27.5,7.7,4,19.8,2.1
2017-05-30,16.6,5.6,12.4,3.3,27.5,7.7,4,19.8,2.1
2017-05-31,16.6,5.6,12.4,3.3,27.5,7.7,4,19.9,2.1
2017-06-01,16.5,5.6,12.3,3.2,27.4,7.7,4,19.9,2.1
2017-06-02,16.5,5.6,12.3,3.2,27.4,7.7,4,19.9,2.1
2017-06-03,16.5,5.6,12.3,3.2,27.4,7.7,4,20,2.1
2017-06-04,16.4,5.7,12.3,3.2,27.4,7.7,4,20,2.1
2017-06-05,16.4,5.7,12.3,3.2,27.3,7.7,4,20,2.1
2017-06-06,16.4,5.7,12.3,3.2,27.3,7.8,4,20.1,2.1
2017-06-07,16.3,5.7,12.3,3.2,27.3,7.8,4,20.1,2.1
2017-06-08,16.3,5.7,12.3,3.2,27.3,7.8,4,20.1,2.1
2017-06-09,16.3,5.7,12.3,3.2,27.3,7.8,4,20.2,2.1
2017-06-10,16.3,5.7,12.3,3.2,27.3,7.8,4,20.2,2.1
2017-06-11,16.3,5.7,12.3,3.2,27.3,7.8,4,20.2,2.1
2017-06-12,16.2,5.7,12.3,3.2,27.3,7.8,4,20.3,2.1
2017-06-13,16.2,5.7,12.2,3.2,27.2,7.8,4,20.3,2.1
2017-06-14,16.2,5.8,12.2,3.2,27.2,7.8,4.1,20.3,2.1
2017-06-15,16.2,5.8,12.2,3.2,27.2,7.8,4.1,20.3,2.1
2017-06-16,16.1,5.8,12.2,3.2,27.2,7.8,4.1,20.4,2.1
2017-06-17,16.1,5.8,12.2,3.2,27.2,7.8,4.1,20.4,2.1
2017-06-18,16.1,5.8,12.2,3.2,27.2,7.8,4.1,20.4,2.1
2017-06-19,16,5.8,12.2,3.2,27.1,7.8,4.1,20.4,2
2017-06-20,16,5.9,12.2,3.2,27.1,7.8,4.1,20.5,2
2017-06-21,15.9,5.9,12.2,3.2,27.1,7.8,4.1,20.5,2
2017-06-22,15.9,5.9,12.2,3.2,27.1,7.8,4.1,20.5,2
2017-06-23,15.8,5.9,12.2,3.2,27,7.8,4.1,20.5,2
2017-06-24,15.8,5.9,12.2,3.2,27,7.8,4.1,20.6,2
2017-06-25,15.8,6,12.2,3.2,27,7.8,4.1,20.6,2
2017-06-26,15.7,6,12.2,3.2,27,7.8,4.1,20.6,2
2017-06-27,15.7,6,12.2,3.2,26.9,7.8,4.1,20.7,2
2017-06-28,15.6,6,12.2,3.2,26.9,7.8,4.2,20.7,2
2017-06-29,15.6,6.1,12.2,3.2,26.9,7.8,4.2,20.7,2
2017-06-30,15.5,6.1,12.2,3.2,26.9,7.9,4.2,20.8,2
2017-07-01,15.5,6.1,12.2,3.2,26.8,7.9,4.2,20.8,2
2017-07-02,15.5,6.1,12.2,3.2,26.8,7.9,4.2,20.8,1.9
2017-07-03,15.4,6.1,12.2,3.2,26.8,7.9,4.2,20.8,1.9
2017-07-04,15.4,6.2,12.2,3.2,26.8,7.9,4.2,20.9,1.9
2017-07-05,15.3,6.2,12.2,3.2,26.7,7.9,4.2,20.9,1.9
2017-07-06,15.3,6.2,12.2,3.2,26.7,7.9,4.2,20.9,1.9
2017-07-07,15.3,6.2,12.2,3.2,26.7,7.9,4.2,21,1.9
2017-07-08,15.2,6.3,12.1,3.2,26.7,7.9,4.2,21,1.9
2017-07-09,15.2,6.3,12.1,3.3,26.6,7.9,4.2,21,1.9
2017-07-10,15.1,6.3,12.1,3.3,26.6,7.9,4.2,21,1.9
2017-07-11,15.1,6.3,12.1,3.3,26.6,7.9,4.2,21.1,1.9
2017-07-12,15.1,6.4,12.1,3.3,26.5,7.9,4.2,21.1,1.9
2017-07-13,15,6.4,12.1,3.3,26.5,7.9,4.2,21.1,1.9
2017-07-14,15,6.4,12.1,3.3,26.5,7.9,4.2,21.2,1.9
2017-07-15,14.9,6.4,12.1,3.3,26.5,7.9,4.3,21.2,1.8
2017-07-16,14.9,6.4,12.1,3.3,26.4,7.9,4.3,21.2,1.8
2017-07-17,14.9,6.5,12.1,3.3,26.4,7.9,4.3,21.2,1.8
2017-07-18,14.8,6.5,12.1,3.3,26.4,7.9,4.3,21.3,1.8
2017-07-19,14.8,6.5,12.1,3.3,26.4,7.9,4.3,21.3,1.8